Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,
2257,22-03-2021 11:00,03-20-2021 20:00,21-03-2021 18:55,Delhi,369,DOMESTIC VIOLENCE,51,M,None,Violent Crime,16,Yes,02-04-2021 11:00,11
2258,22-03-2021 12:00,03-21-2021 13:00,21-03-2021 20:39,Kolkata,277,FIREARM OFFENSE,40,M,None,Fire Accident,5,Yes,18-05-2021 12:00,57
2259,22-03-2021 13:00,03-20-2021 16:00,21-03-2021 15:12,Delhi,343,KIDNAPPING,38,F,None,Other Crime,17,Yes,12-06-2021 13:00,82
2260,22-03-2021 19:00,03-19-2021 20:00,20-03-2021 13:26,Bhopal,159,CYBERCRIME,28,M,None,Other Crime,13,No,,
2261,22-03-2021 20:00,03-19-2021 23:00,20-03-2021 04:47,Mumbai,243,SHOPLIFTING,35,M,Poison,Other Crime,18,No,,
2262,22-03-2021 20:00,03-22-2021 04:00,22-03-2021 04:02,Hyderabad,129,EXTORTION,67,M,Knife,Other Crime,6,Yes,16-05-2021 20:00,55
2263,22-03-2021 21:00,03-21-2021 23:00,22-03-2021 17:00,Delhi,306,DOMESTIC VIOLENCE,27,F,None,Violent Crime,15,No,,
2264,22-03-2021 23:00,03-20-2021 07:00,21-03-2021 06:07,Bangalore,283,ASSAULT,79,M,None,Violent Crime,3,Yes,14-05-2021 23:00,53
2265,23-03-2021 03:00,03-22-2021 07:00,23-03-2021 01:49,Nashik,406,BURGLARY,50,M,None,Other Crime,2,Yes,12-08-2021 03:00,142
2266,23-03-2021 08:00,03-23-2021 04:00,23-03-2021 15:20,Delhi,419,BURGLARY,54,F,Knife,Other Crime,7,No,,
2267,23-03-2021 09:00,03-23-2021 05:00,24-03-2021 00:00,Mumbai,238,DRUG OFFENSE,32,F,Knife,Other Crime,9,No,,
2268,23-03-2021 12:00,03-22-2021 06:00,22-03-2021 23:03,Ludhiana,367,EXTORTION,51,F,None,Other Crime,19,No,,
2269,23-03-2021 18:00,03-20-2021 21:00,21-03-2021 13:07,Jaipur,338,DOMESTIC VIOLENCE,12,F,Poison,Violent Crime,9,Yes,31-05-2021 18:00,69
2270,23-03-2021 19:00,03-23-2021 17:00,23-03-2021 19:56,Chennai,488,KIDNAPPING,10,F,None,Other Crime,17,Yes,02-04-2021 19:00,10
2271,23-03-2021 20:00,03-22-2021 20:00,23-03-2021 07:02,Bangalore,516,DOMESTIC VIOLENCE,21,M,None,Violent Crime,19,No,,
2272,23-03-2021 22:00,03-22-2021 18:00,23-03-2021 17:09,Nagpur,141,BURGLARY,31,F,Knife,Other Crime,12,No,,
2273,24-03-2021 12:00,03-23-2021 10:00,24-03-2021 05:48,Kanpur,343,PUBLIC INTOXICATION,39,F,None,Other Crime,16,No,,
2274,24-03-2021 13:00,03-22-2021 08:00,22-03-2021 18:30,Kolkata,309,IDENTITY THEFT,46,F,None,Violent Crime,12,Yes,31-03-2021 13:00,7
2275,24-03-2021 16:00,03-23-2021 09:00,24-03-2021 04:00,Kolkata,295,VANDALISM,22,F,None,Other Crime,19,Yes,09-05-2021 16:00,46
2276,24-03-2021 21:00,03-24-2021 03:00,24-03-2021 18:14,Surat,183,ROBBERY,18,F,Knife,Violent Crime,9,Yes,29-04-2021 21:00,36
2277,24-03-2021 22:00,03-23-2021 11:00,23-03-2021 17:25,Bangalore,127,DRUG OFFENSE,37,F,None,Other Crime,3,No,,
2278,25-03-2021 08:00,03-22-2021 19:00,23-03-2021 11:27,Hyderabad,239,DRUG OFFENSE,48,F,None,Other Crime,16,Yes,13-04-2021 08:00,19
2279,25-03-2021 10:00,03-22-2021 12:00,23-03-2021 06:44,Lucknow,476,HOMICIDE,26,F,None,Other Crime,6,Yes,21-03-2022 10:00,361
2280,25-03-2021 10:00,03-22-2021 17:00,23-03-2021 02:12,Delhi,316,BURGLARY,54,M,None,Other Crime,16,Yes,14-07-2021 10:00,111
2281,25-03-2021 13:00,03-24-2021 22:00,25-03-2021 01:12,Delhi,405,VANDALISM,77,M,None,Other Crime,11,Yes,29-04-2021 13:00,35
2282,25-03-2021 13:00,03-25-2021 08:00,25-03-2021 18:07,Hyderabad,279,CYBERCRIME,34,F,Poison,Other Crime,10,No,,
2283,25-03-2021 14:00,03-23-2021 08:00,24-03-2021 01:18,Delhi,323,BURGLARY,59,F,Poison,Other Crime,15,Yes,12-05-2021 14:00,48
2284,25-03-2021 17:00,03-22-2021 21:00,22-03-2021 21:50,Hyderabad,357,ROBBERY,47,M,None,Violent Crime,6,Yes,14-06-2021 17:00,81
2285,25-03-2021 19:00,03-25-2021 03:00,25-03-2021 12:29,Thane,449,IDENTITY THEFT,77,F,None,Violent Crime,9,No,,
2286,25-03-2021 23:00,03-24-2021 16:00,25-03-2021 15:33,Kolkata,294,DRUG OFFENSE,47,F,None,Other Crime,18,No,,
2287,26-03-2021 00:00,03-24-2021 14:00,24-03-2021 21:31,Mumbai,186,FIREARM OFFENSE,43,F,Poison,Fire Accident,13,No,,
2288,26-03-2021 19:00,03-24-2021 11:00,25-03-2021 05:31,Faridabad,441,VANDALISM,77,F,Poison,Other Crime,13,Yes,05-05-2021 19:00,40
2289,27-03-2021 00:00,03-24-2021 01:00,24-03-2021 19:33,Kolkata,594,HOMICIDE,65,F,None,Other Crime,2,No,,
2290,27-03-2021 06:00,03-25-2021 01:00,26-03-2021 00:04,Kolkata,309,VANDALISM,53,F,Knife,Other Crime,2,Yes,29-04-2021 06:00,33
2291,27-03-2021 06:00,03-24-2021 21:00,25-03-2021 06:55,Mumbai,451,FRAUD,60,F,None,Other Crime,5,No,,
2292,27-03-2021 08:00,03-25-2021 12:00,25-03-2021 19:14,Chennai,187,HOMICIDE,25,M,Poison,Other Crime,11,No,,
2293,27-03-2021 17:00,03-25-2021 10:00,26-03-2021 09:56,Thane,501,HOMICIDE,44,F,None,Other Crime,9,No,,
2294,27-03-2021 19:00,03-26-2021 14:00,26-03-2021 23:19,Visakhapatnam,328,FRAUD,49,F,None,Other Crime,1,Yes,09-06-2021 19:00,74
2295,27-03-2021 20:00,03-25-2021 17:00,25-03-2021 17:42,Mumbai,469,DOMESTIC VIOLENCE,56,F,None,Violent Crime,13,Yes,13-05-2021 20:00,47
2296,27-03-2021 22:00,03-26-2021 12:00,27-03-2021 05:01,Hyderabad,532,COUNTERFEITING,44,F,None,Other Crime,9,Yes,10-06-2021 22:00,75
2297,28-03-2021 00:00,03-27-2021 07:00,27-03-2021 20:50,Mumbai,358,FIREARM OFFENSE,40,M,None,Fire Accident,19,No,,
2298,28-03-2021 00:00,03-25-2021 13:00,26-03-2021 00:39,Jaipur,289,FRAUD,42,F,None,Other Crime,9,Yes,20-04-2021 00:00,23
2299,28-03-2021 01:00,03-28-2021 00:00,28-03-2021 00:30,Visakhapatnam,321,TRAFFIC VIOLATION,29,F,None,Traffic Fatality,2,Yes,22-04-2021 01:00,25
2300,28-03-2021 01:00,03-26-2021 02:00,26-03-2021 10:43,Delhi,235,EXTORTION,37,F,Poison,Other Crime,15,Yes,28-04-2021 01:00,31
2301,28-03-2021 01:00,03-27-2021 11:00,28-03-2021 03:33,Bhopal,285,IDENTITY THEFT,42,F,Knife,Violent Crime,12,Yes,17-05-2021 01:00,50
2302,28-03-2021 04:00,03-25-2021 06:00,25-03-2021 08:21,Delhi,145,IDENTITY THEFT,19,M,None,Violent Crime,16,No,,
2303,28-03-2021 06:00,03-27-2021 18:00,28-03-2021 00:49,Chennai,261,SEXUAL ASSAULT,11,F,Knife,Violent Crime,5,No,,
2304,28-03-2021 07:00,03-25-2021 21:00,25-03-2021 23:01,Nagpur,210,TRAFFIC VIOLATION,41,F,None,Traffic Fatality,11,No,,
2305,28-03-2021 10:00,03-27-2021 16:00,28-03-2021 11:32,Visakhapatnam,417,HOMICIDE,42,F,Poison,Other Crime,1,No,,
2306,28-03-2021 13:00,03-28-2021 09:00,28-03-2021 15:01,Mumbai,181,HOMICIDE,55,M,None,Other Crime,19,No,,
2307,28-03-2021 14:00,03-28-2021 10:00,28-03-2021 11:31,Bangalore,109,EXTORTION,64,F,None,Other Crime,5,Yes,26-04-2021 14:00,29
2308,28-03-2021 15:00,03-25-2021 19:00,26-03-2021 02:35,Agra,528,PUBLIC INTOXICATION,14,F,None,Other Crime,14,No,,
2309,28-03-2021 16:00,03-27-2021 15:00,27-03-2021 16:11,Hyderabad,303,FRAUD,72,F,None,Other Crime,8,No,,
2310,28-03-2021 19:00,03-26-2021 22:00,27-03-2021 12:58,Delhi,112,KIDNAPPING,52,M,Knife,Other Crime,13,Yes,07-05-2021 19:00,40
2311,29-03-2021 00:00,03-26-2021 16:00,27-03-2021 14:51,Ghaziabad,359,IDENTITY THEFT,17,F,Poison,Violent Crime,2,No,,
2312,29-03-2021 00:00,03-28-2021 13:00,29-03-2021 06:55,Pune,507,DOMESTIC VIOLENCE,45,F,Knife,Violent Crime,16,No,,
2313,29-03-2021 04:00,03-28-2021 04:00,28-03-2021 15:56,Jaipur,362,DOMESTIC VIOLENCE,18,M,None,Violent Crime,5,Yes,13-04-2021 04:00,15
2314,29-03-2021 07:00,03-29-2021 02:00,29-03-2021 05:14,Visakhapatnam,216,BURGLARY,25,M,None,Other Crime,2,Yes,10-06-2021 07:00,73
2315,29-03-2021 12:00,03-28-2021 02:00,28-03-2021 06:01,Kolkata,152,SHOPLIFTING,66,F,None,Other Crime,16,No,,
2316,29-03-2021 19:00,03-28-2021 17:00,29-03-2021 07:19,Ghaziabad,142,ASSAULT,21,M,Poison,Violent Crime,3,No,,
2317,29-03-2021 19:00,03-28-2021 06:00,29-03-2021 03:49,Delhi,159,CYBERCRIME,61,F,None,Other Crime,10,Yes,08-05-2021 19:00,40
2318,29-03-2021 21:00,03-29-2021 08:00,29-03-2021 19:28,Delhi,511,KIDNAPPING,19,M,Knife,Other Crime,8,No,,
2319,29-03-2021 22:00,03-29-2021 07:00,29-03-2021 17:18,Indore,544,SEXUAL ASSAULT,43,F,Knife,Violent Crime,19,Yes,19-06-2022 22:00,447
2320,29-03-2021 22:00,03-27-2021 03:00,27-03-2021 21:08,Thane,364,FRAUD,14,F,Poison,Other Crime,3,No,,
2321,29-03-2021 23:00,03-28-2021 19:00,29-03-2021 04:22,Hyderabad,513,CYBERCRIME,55,F,None,Other Crime,8,Yes,16-05-2021 23:00,48
2322,30-03-2021 00:00,03-29-2021 22:00,30-03-2021 03:07,Kolkata,569,PUBLIC INTOXICATION,76,F,Poison,Other Crime,9,No,,
2323,30-03-2021 04:00,03-28-2021 16:00,28-03-2021 20:37,Pune,587,BURGLARY,32,F,None,Other Crime,14,No,,
2324,30-03-2021 13:00,03-27-2021 14:00,28-03-2021 08:24,Nashik,167,PUBLIC INTOXICATION,53,F,Knife,Other Crime,8,Yes,28-04-2021 13:00,29
2325,30-03-2021 18:00,03-29-2021 00:00,29-03-2021 00:29,Mumbai,573,FIREARM OFFENSE,17,F,None,Fire Accident,12,Yes,17-04-2021 18:00,18
2326,30-03-2021 21:00,03-29-2021 06:00,29-03-2021 18:22,Surat,183,PUBLIC INTOXICATION,15,F,Knife,Other Crime,3,Yes,08-04-2021 21:00,9
2327,30-03-2021 21:00,03-30-2021 20:00,31-03-2021 15:08,Mumbai,488,HOMICIDE,77,F,None,Other Crime,15,Yes,24-02-2023 21:00,696
2328,31-03-2021 00:00,03-29-2021 11:00,30-03-2021 06:28,Hyderabad,400,SEXUAL ASSAULT,63,M,Knife,Violent Crime,18,No,,
2329,31-03-2021 00:00,03-29-2021 03:00,29-03-2021 11:42,Mumbai,312,TRAFFIC VIOLATION,35,F,None,Traffic Fatality,16,Yes,07-04-2021 00:00,7
2330,31-03-2021 02:00,03-29-2021 20:00,29-03-2021 21:44,Ahmedabad,213,TRAFFIC VIOLATION,49,F,None,Traffic Fatality,2,Yes,02-04-2021 02:00,2
2331,31-03-2021 03:00,03-30-2021 13:00,30-03-2021 18:47,Lucknow,490,FRAUD,11,M,Knife,Other Crime,18,Yes,16-04-2021 03:00,16
2332,31-03-2021 04:00,03-30-2021 16:00,30-03-2021 23:59,Mumbai,387,VEHICLE - STOLEN,59,F,Knife,Violent Crime,6,Yes,07-04-2021 04:00,7
2333,31-03-2021 07:00,03-30-2021 08:00,30-03-2021 23:30,Jaipur,306,SHOPLIFTING,31,F,Poison,Other Crime,14,No,,
2334,31-03-2021 07:00,03-29-2021 01:00,29-03-2021 06:04,Lucknow,196,ILLEGAL POSSESSION,75,M,Poison,Other Crime,3,Yes,25-05-2021 07:00,55
2335,31-03-2021 08:00,03-29-2021 05:00,29-03-2021 07:51,Mumbai,290,SHOPLIFTING,26,F,None,Other Crime,10,No,,
2336,31-03-2021 09:00,03-29-2021 16:00,29-03-2021 19:45,Mumbai,285,FRAUD,48,F,None,Other Crime,13,No,,
2337,31-03-2021 09:00,03-31-2021 07:00,31-03-2021 12:13,Mumbai,436,FIREARM OFFENSE,20,M,None,Fire Accident,9,Yes,03-05-2021 09:00,33
2338,31-03-2021 12:00,03-28-2021 15:00,29-03-2021 10:40,Visakhapatnam,565,DOMESTIC VIOLENCE,61,M,Poison,Violent Crime,8,No,,
2339,31-03-2021 15:00,03-30-2021 11:00,30-03-2021 13:39,Surat,222,VANDALISM,43,F,Poison,Other Crime,8,No,,
2340,31-03-2021 19:00,03-29-2021 12:00,30-03-2021 05:39,Delhi,441,FRAUD,50,F,Poison,Other Crime,12,No,,
2341,31-03-2021 22:00,03-31-2021 06:00,01-04-2021 03:26,Ahmedabad,160,CYBERCRIME,36,M,Knife,Other Crime,8,Yes,27-06-2021 22:00,88
2342,01-04-2021 00:00,03-30-2021 22:00,30-03-2021 23:58,Ghaziabad,430,HOMICIDE,71,M,None,Other Crime,17,Yes,18-04-2022 00:00,382
2343,01-04-2021 01:00,03-31-2021 09:00,31-03-2021 13:34,Chennai,303,PUBLIC INTOXICATION,73,F,Knife,Other Crime,7,Yes,28-04-2021 01:00,27
2344,01-04-2021 04:00,03-31-2021 05:00,31-03-2021 05:03,Bangalore,214,ILLEGAL POSSESSION,15,M,None,Other Crime,2,Yes,30-04-2021 04:00,29
2345,01-04-2021 13:00,03-31-2021 17:00,01-04-2021 15:56,Patna,381,FRAUD,65,F,Poison,Other Crime,9,No,,
2346,01-04-2021 17:00,03-29-2021 23:00,30-03-2021 11:46,Hyderabad,157,SEXUAL ASSAULT,67,M,Knife,Violent Crime,19,No,,
2347,01-04-2021 19:00,03-30-2021 09:00,31-03-2021 06:07,Thane,220,SHOPLIFTING,10,M,None,Other Crime,11,Yes,23-06-2021 19:00,83
2348,01-04-2021 23:00,03-30-2021 04:00,30-03-2021 10:25,Indore,242,COUNTERFEITING,26,F,None,Other Crime,13,No,,
2349,02-04-2021 02:00,03-30-2021 05:00,30-03-2021 13:05,Kolkata,575,TRAFFIC VIOLATION,62,F,None,Traffic Fatality,12,No,,
2350,02-04-2021 05:00,04-01-2021 08:00,01-04-2021 12:32,Bangalore,382,PUBLIC INTOXICATION,22,M,None,Other Crime,17,No,,
2351,02-04-2021 08:00,03-30-2021 10:00,31-03-2021 02:43,Kolkata,467,ARSON,22,F,Knife,Fire Accident,2,No,,
2352,02-04-2021 09:00,04-01-2021 22:00,02-04-2021 19:12,Ahmedabad,135,ARSON,39,F,None,Fire Accident,12,No,,
2353,02-04-2021 21:00,04-01-2021 16:00,02-04-2021 05:08,Chennai,384,ASSAULT,26,M,None,Violent Crime,3,No,,
2354,02-04-2021 21:00,04-01-2021 03:00,02-04-2021 02:30,Jaipur,428,HOMICIDE,41,M,None,Other Crime,11,Yes,09-10-2021 21:00,190
2355,02-04-2021 21:00,04-01-2021 02:00,01-04-2021 13:08,Chennai,231,BURGLARY,79,F,Knife,Other Crime,12,No,,
2356,03-04-2021 03:00,04-02-2021 05:00,02-04-2021 20:14,Varanasi,352,EXTORTION,23,F,None,Other Crime,13,Yes,17-04-2021 03:00,14
2357,03-04-2021 03:00,04-02-2021 16:00,02-04-2021 20:49,Ahmedabad,510,TRAFFIC VIOLATION,34,F,Poison,Traffic Fatality,3,Yes,02-05-2021 03:00,29
2358,03-04-2021 11:00,03-31-2021 18:00,31-03-2021 19:54,Delhi,290,VANDALISM,13,F,Knife,Other Crime,15,No,,
2359,03-04-2021 17:00,04-02-2021 11:00,02-04-2021 11:45,Bhopal,548,ILLEGAL POSSESSION,45,M,None,Other Crime,1,Yes,19-04-2021 17:00,16
2360,03-04-2021 17:00,04-01-2021 11:00,02-04-2021 03:20,Srinagar,115,CYBERCRIME,37,F,None,Other Crime,4,No,,
2361,03-04-2021 19:00,03-31-2021 20:00,01-04-2021 12:52,Delhi,589,TRAFFIC VIOLATION,67,M,Knife,Traffic Fatality,16,Yes,30-04-2021 19:00,27
2362,03-04-2021 19:00,04-02-2021 01:00,02-04-2021 19:32,Thane,128,DOMESTIC VIOLENCE,28,F,Knife,Violent Crime,16,Yes,28-04-2021 19:00,25
2363,03-04-2021 20:00,04-02-2021 20:00,03-04-2021 06:04,Kolkata,221,DOMESTIC VIOLENCE,18,F,Knife,Violent Crime,5,No,,
2364,03-04-2021 21:00,04-01-2021 17:00,01-04-2021 23:44,Pune,148,FRAUD,47,F,Poison,Other Crime,17,Yes,01-05-2021 21:00,28
2365,03-04-2021 22:00,04-01-2021 21:00,02-04-2021 00:11,Meerut,421,TRAFFIC VIOLATION,76,F,Knife,Traffic Fatality,6,Yes,20-04-2021 22:00,17
2366,03-04-2021 22:00,04-02-2021 07:00,02-04-2021 09:22,Pune,400,CYBERCRIME,51,M,Poison,Other Crime,14,Yes,24-06-2021 22:00,82
2367,03-04-2021 23:00,04-01-2021 10:00,01-04-2021 11:19,Hyderabad,396,HOMICIDE,78,F,None,Other Crime,1,No,,
2368,04-04-2021 00:00,04-01-2021 06:00,01-04-2021 16:36,Hyderabad,366,FIREARM OFFENSE,14,F,None,Fire Accident,5,No,,
2369,04-04-2021 01:00,04-03-2021 22:00,04-04-2021 10:02,Lucknow,267,ARSON,30,F,Knife,Fire Accident,14,No,,
2370,04-04-2021 05:00,04-03-2021 19:00,03-04-2021 21:42,Hyderabad,135,DRUG OFFENSE,65,F,None,Other Crime,11,No,,
2371,04-04-2021 10:00,04-04-2021 02:00,04-04-2021 18:20,Jaipur,280,VANDALISM,41,M,Poison,Other Crime,19,Yes,02-07-2021 10:00,89
2372,04-04-2021 11:00,04-03-2021 05:00,04-04-2021 01:06,Delhi,539,TRAFFIC VIOLATION,22,F,None,Traffic Fatality,10,No,,
2373,04-04-2021 16:00,04-03-2021 20:00,04-04-2021 03:13,Chennai,134,ARSON,10,F,None,Fire Accident,9,Yes,11-05-2021 16:00,37
2374,04-04-2021 16:00,04-04-2021 04:00,05-04-2021 01:24,Chennai,497,SEXUAL ASSAULT,31,M,None,Violent Crime,6,No,,
2375,04-04-2021 22:00,04-04-2021 17:00,04-04-2021 22:58,Thane,457,COUNTERFEITING,74,F,Knife,Other Crime,19,Yes,09-05-2021 22:00,35
2376,05-04-2021 01:00,04-03-2021 13:00,04-04-2021 10:29,Bangalore,547,DOMESTIC VIOLENCE,68,M,None,Violent Crime,2,No,,
2377,05-04-2021 05:00,04-03-2021 15:00,04-04-2021 04:16,Mumbai,329,BURGLARY,53,F,Poison,Other Crime,2,No,,
2378,05-04-2021 11:00,04-02-2021 17:00,03-04-2021 16:59,Indore,347,TRAFFIC VIOLATION,13,F,None,Traffic Fatality,6,No,,
2379,05-04-2021 19:00,04-04-2021 10:00,04-04-2021 12:52,Lucknow,417,EXTORTION,56,F,None,Other Crime,16,No,,
2380,05-04-2021 20:00,04-04-2021 07:00,05-04-2021 00:28,Ahmedabad,419,FRAUD,37,F,Knife,Other Crime,1,No,,
2381,06-04-2021 02:00,04-05-2021 17:00,06-04-2021 13:59,Mumbai,351,VANDALISM,42,F,None,Other Crime,4,Yes,24-04-2021 02:00,18
2382,06-04-2021 06:00,04-06-2021 03:00,06-04-2021 12:16,Delhi,101,KIDNAPPING,28,M,None,Other Crime,18,No,,
2383,06-04-2021 11:00,04-06-2021 07:00,06-04-2021 18:49,Lucknow,338,COUNTERFEITING,13,M,Knife,Other Crime,15,Yes,07-06-2021 11:00,62
2384,06-04-2021 12:00,04-04-2021 00:00,04-04-2021 11:47,Visakhapatnam,137,ROBBERY,13,M,Poison,Violent Crime,18,No,,
2385,06-04-2021 13:00,04-04-2021 21:00,05-04-2021 15:45,Hyderabad,108,DRUG OFFENSE,29,M,None,Other Crime,5,No,,
2386,06-04-2021 17:00,04-05-2021 23:00,06-04-2021 07:45,Ludhiana,451,ILLEGAL POSSESSION,37,M,Knife,Other Crime,12,No,,
2387,06-04-2021 17:00,04-04-2021 03:00,04-04-2021 17:42,Nashik,490,FRAUD,34,M,None,Other Crime,10,Yes,30-05-2021 17:00,54
2388,06-04-2021 21:00,04-05-2021 08:00,05-04-2021 10:34,Surat,457,DOMESTIC VIOLENCE,74,F,None,Violent Crime,17,Yes,14-05-2021 21:00,38
2389,06-04-2021 22:00,04-06-2021 00:00,06-04-2021 14:38,Surat,471,VANDALISM,36,F,Knife,Other Crime,12,No,,
2390,06-04-2021 23:00,04-06-2021 21:00,07-04-2021 03:56,Lucknow,329,ROBBERY,69,M,None,Violent Crime,17,Yes,28-06-2021 23:00,83
2391,07-04-2021 07:00,04-04-2021 13:00,04-04-2021 17:35,Mumbai,433,ASSAULT,40,F,Knife,Violent Crime,5,Yes,03-05-2021 07:00,26
2392,07-04-2021 09:00,04-07-2021 06:00,07-04-2021 06:40,Indore,200,SHOPLIFTING,12,F,None,Other Crime,14,Yes,04-06-2021 09:00,58
2393,07-04-2021 11:00,04-06-2021 18:00,07-04-2021 00:14,Lucknow,355,VANDALISM,42,M,None,Other Crime,4,No,,
2394,07-04-2021 12:00,04-07-2021 07:00,08-04-2021 03:05,Mumbai,279,VANDALISM,28,F,Poison,Other Crime,3,Yes,29-04-2021 12:00,22
2395,07-04-2021 12:00,04-04-2021 23:00,05-04-2021 21:14,Hyderabad,427,VANDALISM,70,M,None,Other Crime,18,No,,
2396,07-04-2021 14:00,04-06-2021 19:00,07-04-2021 16:23,Surat,340,KIDNAPPING,26,M,Knife,Other Crime,14,No,,
2397,07-04-2021 16:00,04-06-2021 20:00,07-04-2021 05:49,Srinagar,221,PUBLIC INTOXICATION,61,F,Poison,Other Crime,10,No,,
2398,07-04-2021 17:00,04-05-2021 07:00,06-04-2021 06:48,Hyderabad,458,VANDALISM,62,M,None,Other Crime,14,Yes,20-04-2021 17:00,13
2399,08-04-2021 00:00,04-06-2021 16:00,06-04-2021 17:10,Kolkata,352,COUNTERFEITING,33,F,Poison,Other Crime,17,No,,
2400,08-04-2021 08:00,04-05-2021 14:00,05-04-2021 22:46,Bangalore,473,VEHICLE - STOLEN,57,F,None,Violent Crime,2,Yes,30-06-2021 08:00,83
2401,08-04-2021 09:00,04-05-2021 10:00,06-04-2021 08:19,Bangalore,406,DOMESTIC VIOLENCE,32,F,Poison,Violent Crime,17,No,,
2402,08-04-2021 11:00,04-08-2021 09:00,08-04-2021 22:44,Jaipur,208,CYBERCRIME,18,M,None,Other Crime,17,No,,
2403,08-04-2021 13:00,04-07-2021 12:00,07-04-2021 16:34,Hyderabad,528,HOMICIDE,63,M,None,Other Crime,2,No,,
2404,08-04-2021 14:00,04-07-2021 21:00,08-04-2021 12:00,Pune,159,CYBERCRIME,68,F,None,Other Crime,9,Yes,23-04-2021 14:00,15
2405,09-04-2021 01:00,04-07-2021 19:00,08-04-2021 01:15,Ahmedabad,257,DRUG OFFENSE,57,F,None,Other Crime,10,No,,
2406,09-04-2021 02:00,04-08-2021 18:00,09-04-2021 08:50,Ludhiana,221,FRAUD,33,F,Poison,Other Crime,14,No,,
2407,09-04-2021 05:00,04-06-2021 08:00,06-04-2021 16:24,Meerut,524,FIREARM OFFENSE,16,F,Poison,Fire Accident,17,Yes,03-07-2021 05:00,85
2408,09-04-2021 13:00,04-08-2021 23:00,09-04-2021 16:29,Srinagar,301,SEXUAL ASSAULT,76,F,Poison,Violent Crime,6,Yes,25-07-2022 13:00,472
2409,09-04-2021 19:00,04-09-2021 01:00,09-04-2021 10:45,Agra,208,ASSAULT,51,F,None,Violent Crime,14,Yes,06-05-2021 19:00,27
2410,09-04-2021 20:00,04-08-2021 16:00,09-04-2021 03:29,Mumbai,501,BURGLARY,28,F,None,Other Crime,14,No,,
2411,09-04-2021 22:00,04-07-2021 13:00,07-04-2021 16:33,Nagpur,322,ILLEGAL POSSESSION,15,F,Poison,Other Crime,6,Yes,30-04-2021 22:00,21
2412,10-04-2021 00:00,04-07-2021 09:00,07-04-2021 12:04,Ahmedabad,116,PUBLIC INTOXICATION,70,F,Poison,Other Crime,16,Yes,26-04-2021 00:00,16
2413,10-04-2021 06:00,04-08-2021 12:00,09-04-2021 05:12,Mumbai,546,FRAUD,12,M,Knife,Other Crime,9,Yes,14-05-2021 06:00,34
2414,10-04-2021 06:00,04-09-2021 06:00,09-04-2021 06:29,Pune,414,VEHICLE - STOLEN,63,M,None,Violent Crime,11,No,,
2415,10-04-2021 07:00,04-09-2021 02:00,09-04-2021 20:16,Mumbai,531,IDENTITY THEFT,35,M,Poison,Violent Crime,17,No,,
2416,10-04-2021 08:00,04-07-2021 16:00,08-04-2021 09:20,Pune,515,FIREARM OFFENSE,36,F,Knife,Fire Accident,5,Yes,06-07-2021 08:00,87
2417,10-04-2021 10:00,04-08-2021 13:00,08-04-2021 16:45,Mumbai,545,IDENTITY THEFT,58,M,None,Violent Crime,5,Yes,17-06-2021 10:00,68
2418,10-04-2021 13:00,04-09-2021 12:00,09-04-2021 23:01,Chennai,266,TRAFFIC VIOLATION,39,F,Knife,Traffic Fatality,10,Yes,09-05-2021 13:00,29
2419,10-04-2021 17:00,04-10-2021 12:00,11-04-2021 02:13,Ahmedabad,390,VANDALISM,68,M,None,Other Crime,4,Yes,09-05-2021 17:00,29
2420,10-04-2021 19:00,04-08-2021 08:00,08-04-2021 17:13,Jaipur,324,FRAUD,51,F,Poison,Other Crime,9,Yes,23-06-2021 19:00,74
2421,11-04-2021 04:00,04-11-2021 00:00,11-04-2021 15:10,Bhopal,141,SHOPLIFTING,76,F,None,Other Crime,19,Yes,16-05-2021 04:00,35
2422,11-04-2021 04:00,04-10-2021 04:00,10-04-2021 19:03,Bhopal,170,IDENTITY THEFT,72,F,Poison,Violent Crime,3,No,,
2423,11-04-2021 06:00,04-09-2021 09:00,09-04-2021 20:49,Nagpur,536,FIREARM OFFENSE,43,F,None,Fire Accident,8,No,,
2424,11-04-2021 07:00,04-10-2021 08:00,10-04-2021 23:04,Visakhapatnam,572,TRAFFIC VIOLATION,61,F,Knife,Traffic Fatality,14,Yes,04-05-2021 07:00,23
2425,11-04-2021 12:00,04-09-2021 18:00,10-04-2021 17:05,Bangalore,500,ASSAULT,73,F,None,Violent Crime,3,Yes,22-06-2021 12:00,72
2426,11-04-2021 13:00,04-11-2021 12:00,11-04-2021 19:02,Kanpur,388,COUNTERFEITING,53,F,None,Other Crime,10,No,,
2427,11-04-2021 13:00,04-09-2021 05:00,10-04-2021 04:58,Meerut,449,BURGLARY,20,M,None,Other Crime,4,No,,
2428,11-04-2021 13:00,04-11-2021 02:00,11-04-2021 02:25,Visakhapatnam,208,FRAUD,35,F,None,Other Crime,10,Yes,29-04-2021 13:00,18
2429,11-04-2021 13:00,04-11-2021 08:00,11-04-2021 08:53,Indore,400,VEHICLE - STOLEN,39,F,Knife,Violent Crime,11,No,,
2430,11-04-2021 16:00,04-09-2021 11:00,09-04-2021 14:36,Chennai,164,DOMESTIC VIOLENCE,14,M,None,Violent Crime,10,Yes,27-04-2021 16:00,16
